"","variable_num","variable","numbers","full_variable"
"4829",NA,"stop_points_loc_district.ras_al_ain","0","When did travel groups leave the location from which they travelled?"
"4830",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4831",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting physically disabled people in the travel group"
"4832",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4833",NA,"stop_points_loc_district.ras_al_ain","0","How many people are in travel groups?"
"4834",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4835",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4836",NA,"stop_points_loc_district.ras_al_ain","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4837",NA,"stop_points_loc_district.ras_al_ain","0","Location and time of displacement"
"4838",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4839",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4840",NA,"stop_points_loc_district.ras_al_ain","0","Issues encountered during displacement"
"4841",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4842",NA,"stop_points_loc_district.ras_al_ain","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4843",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4844",NA,"stop_points_loc_district.ras_al_ain","0","Priority needs"
"4845",NA,"stop_points_loc_district.ras_al_ain","0","Intentions in the next two weeks"
"4846",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4847",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4848",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4849",NA,"stop_points_loc_district.ras_al_ain","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4850",NA,"stop_points_loc_district.ras_al_ain","0","Displacement routes"
"4851",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4852",NA,"stop_points_loc_district.ras_al_ain","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4853",NA,"stop_points_loc_district.ras_al_ain","0","Travel group composition"
"4854",NA,"stop_points_loc_district.ras_al_ain","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4855",NA,"stop_points_location.jarablus","0","Location of Interview"
"4856",NA,"stop_points_location.jarablus","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"4857",NA,"stop_points_location.jarablus","0","Travel across the border"
"4858",NA,"stop_points_location.jarablus","0","If there are unaccompanied or separated children in the travel group, how many?"
"4859",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"4860",NA,"stop_points_location.jarablus","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"4861",NA,"stop_points_location.jarablus","0","Questionnaire"
"4862",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting that travel group members left family members behind"
"4863",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"4864",NA,"stop_points_location.jarablus","0","Intentions in the next two days"
"4865",NA,"stop_points_location.jarablus","0","If there are pregnant or lactating women in the travel group, how many?"
"4866",NA,"stop_points_location.jarablus","0","If there are physically disabled people in the travel group, how many?"
"4867",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"4868",NA,"stop_points_location.jarablus","0","Key Informant (KI) Demographics"
"4869",NA,"stop_points_location.jarablus","0",NA
"4870",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"4871",NA,"stop_points_location.jarablus","0","Gender of KI"
"4872",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"4873",NA,"stop_points_location.jarablus","0","When did travel groups leave the location from which they travelled?"
"4874",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"4875",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting physically disabled people in the travel group"
"4876",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"4877",NA,"stop_points_location.jarablus","0","How many people are in travel groups?"
"4878",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"4879",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"4880",NA,"stop_points_location.jarablus","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4881",NA,"stop_points_location.jarablus","0","Location and time of displacement"
"4882",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"4883",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"4884",NA,"stop_points_location.jarablus","0","Issues encountered during displacement"
"4885",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"4886",NA,"stop_points_location.jarablus","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"4887",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"4888",NA,"stop_points_location.jarablus","0","Priority needs"
"4889",NA,"stop_points_location.jarablus","0","Intentions in the next two weeks"
"4890",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"4891",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"4892",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"4893",NA,"stop_points_location.jarablus","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"4894",NA,"stop_points_location.jarablus","0","Displacement routes"
"4895",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"4896",NA,"stop_points_location.jarablus","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"4897",NA,"stop_points_location.jarablus","0","Travel group composition"
"4898",NA,"stop_points_location.jarablus","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"4899",NA,"stop_points_location.jawadiyah","0.09375","Location of Interview"
"4900",NA,"stop_points_location.jawadiyah","0.09375","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
